site_id,month,day,year,submission_date,July,August,September
ZW090A10,10,7,2024,2024-10-07 08:29:42,0,0,0
ZW04070C,6,19,2024,2024-06-19 00:00:00,0,0,0
ZW080592,3,30,2024,2024-03-30 00:00:00,0,0,0
ZW080230,10,8,2024,2024-10-08 04:29:21,0,0,0
ZW060630,2,6,2024,2024-02-06 00:00:00,0,0,0
ZW060106,10,7,2024,2024-10-07 19:54:29,0,0,0
ZW020821,5,18,2024,2024-05-18 00:00:00,0,0,0
ZW080601,10,30,2024,2024-10-30 03:55:34,0,0,0
ZW000A11,4,3,2024,2024-04-03 00:00:00,0,0,0
ZW030328,7,20,2024,2024-07-20 00:00:00,0,0,0
ZW030391,10,24,2024,2024-10-24 20:00:44,0,0,0
ZW090A10,10,7,2024,2024-10-07 10:24:57,0,0,0
ZW05020A,10,30,2024,2024-10-30 22:55:47,0,0,0
ZW020329,7,3,2024,2024-07-03 00:00:00,0,0,0
ZW070607,10,22,2024,2024-10-22 06:06:15,0,0,0
ZW070463,4,8,2024,2024-04-08 00:00:00,0,0,0
ZW080608,10,3,2024,2024-10-03 14:56:08,0,0,0
ZW080628,4,24,2024,2024-04-24 00:00:00,0,0,0
ZW010565,8,9,2024,2024-08-09 00:00:00,0,0,0
ZW05050A,7,12,2024,2024-07-12 00:00:00,0,0,0
ZW080493,7,28,2024,2024-07-28 00:00:00,1,0,0
ZW090A66,9,6,2024,2024-09-06 00:00:00,0,0,0
ZW090A06,10,8,2024,2024-10-08 07:23:29,0,0,0
ZW090A06,10,8,2024,2024-10-08 05:40:41,0,0,0
ZW030328,7,14,2024,2024-07-14 00:00:00,0,0,0
ZW060177,6,20,2024,2024-06-20 00:00:00,0,0,0
ZW04020D,10,13,2024,2024-10-13 01:48:46,0,0,0
ZW090A07,7,3,2024,2024-07-03 00:00:00,0,0,0
ZW080304,7,12,2024,2024-07-12 00:00:00,0,0,0
ZW04040A,10,28,2024,2024-10-28 15:07:45,0,0,0
ZW080403,3,7,2024,2024-03-07 00:00:00,0,0,0
ZW01060A,10,8,2024,2024-10-08 22:01:54,0,0,0
ZW010434,3,8,2024,2024-03-08 00:00:00,0,0,0
ZW060628,3,5,2024,2024-03-05 00:00:00,0,0,0
ZW030922,7,4,2024,2024-07-04 00:00:00,0,0,0
ZW000A09,10,3,2024,2024-10-03 11:41:18,0,0,0
ZW050698,8,9,2024,2024-08-09 00:00:00,0,0,0
ZW05060B,9,26,2024,2024-09-26 00:00:00,0,0,1
ZW040630,10,16,2024,2024-10-16 13:49:10,0,0,0
ZW060179,8,14,2024,2024-08-14 00:00:00,0,0,0
ZW080530,5,31,2024,2024-05-31 00:00:00,0,0,0
ZW050526,7,12,2024,2024-07-12 00:00:00,0,0,0
ZW070423,10,24,2024,2024-10-24 21:52:47,0,0,0
ZW050226,9,24,2024,2024-09-24 00:00:00,0,0,0
ZW090A09,5,8,2024,2024-05-08 00:00:00,0,0,0
ZW010442,7,22,2024,2024-07-22 00:00:00,0,0,0
ZW080504,7,3,2024,2024-07-03 00:00:00,0,0,0
ZW080532,10,14,2024,2024-10-14 06:06:51,0,0,0
ZW070406,10,10,2024,2024-10-10 14:36:16,0,0,0
ZW090A13,10,8,2024,2024-10-08 13:08:37,0,0,0
ZW080526,7,28,2024,2024-07-28 00:00:00,1,0,0
ZW080729,3,22,2024,2024-03-22 00:00:00,0,0,0
ZW090A07,7,3,2024,2024-07-03 00:00:00,0,0,0
ZW020491,9,25,2024,2024-09-25 00:00:00,0,0,1
ZW05060B,9,26,2024,2024-09-26 00:00:00,0,0,1
ZW080592,3,29,2024,2024-03-29 00:00:00,0,0,0
ZW050628,7,30,2024,2024-07-30 00:00:00,1,0,0
ZW000A18,10,9,2024,2024-10-09 11:07:08,0,0,0
ZW04020B,10,15,2024,2024-10-15 06:22:48,0,0,0
ZW060628,3,16,2024,2024-03-16 00:00:00,0,0,0
ZW080403,3,14,2024,2024-03-14 00:00:00,0,0,0
ZW070491,10,22,2024,2024-10-22 15:11:39,0,0,0
ZW080230,10,7,2024,2024-10-07 22:51:28,0,0,0
ZW04010A,10,17,2024,2024-10-17 16:20:42,0,0,0
ZW080403,3,2,2024,2024-03-02 00:00:00,0,0,0
ZW060501,7,14,2024,2024-07-14 00:00:00,0,0,0
ZW090A33,3,8,2024,2024-03-08 00:00:00,0,0,0
ZW05020A,10,30,2024,2024-10-30 01:59:19,0,0,0
ZW020535,2,20,2024,2024-02-20 00:00:00,0,0,0
ZW01050G,4,4,2024,2024-04-04 00:00:00,0,0,0
ZW05040B,10,4,2024,2024-10-04 16:04:46,0,0,0
ZW080530,5,13,2024,2024-05-13 00:00:00,0,0,0
ZW010693,10,9,2024,2024-10-09 09:10:30,0,0,0
ZW02050B,7,5,2024,2024-07-05 00:00:00,0,0,0
ZW080628,4,13,2024,2024-04-13 00:00:00,0,0,0
ZW04040A,10,17,2024,2024-10-17 21:02:46,0,0,0
ZW090A17,10,18,2024,2024-10-18 14:31:55,0,0,0
ZW010506,7,3,2024,2024-07-03 00:00:00,0,0,0
ZW060629,6,26,2024,2024-06-26 00:00:00,0,0,0
ZW070339,8,30,2024,2024-08-30 00:00:00,0,1,0
ZW050534,7,10,2024,2024-07-10 00:00:00,0,0,0
ZW010565,9,9,2024,2024-09-09 00:00:00,0,0,0
ZW030728,7,10,2024,2024-07-10 00:00:00,0,0,0
ZW07060A,6,2,2024,2024-06-02 00:00:00,0,0,0
ZW05040A,10,25,2024,2024-10-25 01:30:24,0,0,0
ZW090A05,2,23,2024,2024-02-23 00:00:00,0,0,0
ZW080601,9,5,2024,2024-09-05 00:00:00,0,0,0
ZW080726,10,26,2024,2024-10-26 04:42:39,0,0,0
ZW080591,10,2,2024,2024-10-02 13:23:24,0,0,0
ZW050698,7,29,2024,2024-07-29 00:00:00,1,0,0
ZW04070E,10,11,2024,2024-10-11 10:12:37,0,0,0
ZW04040A,10,11,2024,2024-10-11 14:50:11,0,0,0
ZW080737,10,2,2024,2024-10-02 07:53:38,0,0,0
ZW000A53,6,11,2024,2024-06-11 00:00:00,0,0,0
ZW030328,9,16,2024,2024-09-16 00:00:00,0,0,0
ZW000A39,10,2,2024,2024-10-02 11:42:07,0,0,0
ZW050502,10,24,2024,2024-10-24 16:31:52,0,0,0
ZW080737,10,2,2024,2024-10-02 07:52:36,0,0,0
ZW07030A,6,30,2024,2024-06-30 00:00:00,0,0,0
ZW07060E,10,23,2024,2024-10-23 13:35:25,0,0,0
ZW050402,10,25,2024,2024-10-25 01:29:46,0,0,0
ZW080210,10,12,2024,2024-10-12 06:58:05,0,0,0
ZW060745,10,16,2024,2024-10-16 07:36:29,0,0,0
ZW070559,6,27,2024,2024-06-27 00:00:00,0,0,0
ZW04040A,10,24,2024,2024-10-24 14:15:26,0,0,0
ZW000A19,4,3,2024,2024-04-03 00:00:00,0,0,0
ZW020832,7,11,2024,2024-07-11 00:00:00,0,0,0
ZW07060A,4,16,2024,2024-04-16 00:00:00,0,0,0
ZW08070C,8,2,2024,2024-08-02 00:00:00,0,0,0
ZW000A01,3,28,2024,2024-03-28 00:00:00,0,0,0
ZW070463,4,10,2024,2024-04-10 00:00:00,0,0,0
ZW090A05,2,28,2024,2024-02-28 00:00:00,0,0,0
ZW020802,4,20,2024,2024-04-20 00:00:00,0,0,0
ZW04070C,10,28,2024,2024-10-28 11:44:39,0,0,0
ZW080493,7,29,2024,2024-07-29 00:00:00,1,0,0
ZW07050B,7,30,2024,2024-07-30 00:00:00,1,0,0
ZW090A07,7,3,2024,2024-07-03 00:00:00,0,0,0
ZW030503,7,15,2024,2024-07-15 00:00:00,0,0,0
ZW060732,10,18,2024,2024-10-18 18:38:57,0,0,0
ZW090A12,7,5,2024,2024-07-05 00:00:00,0,0,0
ZW080506,8,22,2024,2024-08-22 00:00:00,0,0,0
ZW05060B,4,9,2024,2024-04-09 00:00:00,0,0,0
ZW080210,8,22,2024,2024-08-22 00:00:00,0,0,0
ZW080403,8,15,2024,2024-08-15 00:00:00,0,0,0
ZW050631,9,30,2024,2024-09-30 00:00:00,0,0,1
ZW01050G,10,7,2024,2024-10-07 14:53:24,0,0,0
ZW08020A,10,17,2024,2024-10-17 09:24:54,0,0,0
ZW070462,9,18,2024,2024-09-18 00:00:00,0,0,0
ZW08070C,8,2,2024,2024-08-02 00:00:00,0,0,0
ZW010433,2,9,2024,2024-02-09 00:00:00,0,0,0
ZW080328,10,18,2024,2024-10-18 01:28:22,0,0,0
ZW090A07,7,3,2024,2024-07-03 00:00:00,0,0,0
ZW03030A,7,9,2024,2024-07-09 00:00:00,0,0,0
ZW030340,10,24,2024,2024-10-24 19:59:44,0,0,0
ZW060220,6,17,2024,2024-06-17 00:00:00,0,0,0
ZW030746,4,10,2024,2024-04-10 00:00:00,0,0,0
ZW040637,7,5,2024,2024-07-05 00:00:00,0,0,0
ZW030503,7,15,2024,2024-07-15 00:00:00,0,0,0
ZW060236,7,14,2024,2024-07-14 00:00:00,0,0,0
ZW05020A,10,26,2024,2024-10-26 04:40:21,0,0,0
ZW080305,4,19,2024,2024-04-19 00:00:00,0,0,0
ZW080601,8,27,2024,2024-08-27 00:00:00,0,1,0
ZW030391,10,24,2024,2024-10-24 20:00:07,0,0,0
ZW000A01,8,23,2024,2024-08-23 00:00:00,0,0,0
ZW08020B,7,11,2024,2024-07-11 00:00:00,0,0,0
ZW050630,10,30,2024,2024-10-30 07:18:29,0,0,0
ZW030303,7,4,2024,2024-07-04 00:00:00,0,0,0
ZW030723,6,18,2024,2024-06-18 00:00:00,0,0,0
ZW080602,8,22,2024,2024-08-22 00:00:00,0,0,0
ZW080601,5,1,2024,2024-05-01 00:00:00,0,0,0
ZW04070C,6,19,2024,2024-06-19 00:00:00,0,0,0
ZW03090A,10,15,2024,2024-10-15 09:26:07,0,0,0
ZW04070C,5,14,2024,2024-05-14 00:00:00,0,0,0
ZW030333,10,7,2024,2024-10-07 14:54:36,0,0,0
ZW030225,6,28,2024,2024-06-28 00:00:00,0,0,0
ZW070423,10,24,2024,2024-10-24 21:52:46,0,0,0
ZW01030B,5,29,2024,2024-05-29 00:00:00,0,0,0
ZW070563,10,23,2024,2024-10-23 10:25:04,0,0,0
ZW090A03,8,30,2024,2024-08-30 00:00:00,0,1,0
ZW060362,7,10,2024,2024-07-10 00:00:00,0,0,0
ZW05020A,10,22,2024,2024-10-22 02:43:44,0,0,0
ZW090A05,2,28,2024,2024-02-28 00:00:00,0,0,0
ZW080737,10,2,2024,2024-10-02 07:54:42,0,0,0
ZW030340,7,8,2024,2024-07-08 00:00:00,0,0,0
ZW05020A,10,26,2024,2024-10-26 04:40:27,0,0,0
ZW05020A,10,26,2024,2024-10-26 04:40:02,0,0,0
ZW050628,7,23,2024,2024-07-23 00:00:00,0,0,0
ZW070396,7,2,2024,2024-07-02 00:00:00,0,0,0
ZW04020C,10,17,2024,2024-10-17 10:10:06,0,0,0
ZW070301,10,2,2024,2024-10-02 05:25:14,0,0,0
ZW030391,7,3,2024,2024-07-03 00:00:00,0,0,0
ZW070427,8,21,2024,2024-08-21 00:00:00,0,0,0
ZW04040A,10,17,2024,2024-10-17 14:22:04,0,0,0
ZW050532,10,25,2024,2024-10-25 00:17:30,0,0,0
ZW080308,6,29,2024,2024-06-29 00:00:00,0,0,0
ZW010412,10,23,2024,2024-10-23 02:19:27,0,0,0
ZW090A07,5,29,2024,2024-05-29 00:00:00,0,0,0
ZW05070A,10,14,2024,2024-10-14 13:29:43,0,0,0
ZW000A01,10,9,2024,2024-10-09 15:54:35,0,0,0
ZW020821,7,26,2024,2024-07-26 00:00:00,1,0,0
ZW03090A,10,15,2024,2024-10-15 15:29:03,0,0,0
ZW070554,7,7,2024,2024-07-07 00:00:00,0,0,0
ZW090A27,5,29,2024,2024-05-29 00:00:00,0,0,0
ZW060628,6,27,2024,2024-06-27 00:00:00,0,0,0
ZW080692,9,17,2024,2024-09-17 00:00:00,0,0,0
ZW04060A,8,26,2024,2024-08-26 00:00:00,0,1,0
ZW090A03,10,10,2024,2024-10-10 16:48:23,0,0,0
ZW080308,5,25,2024,2024-05-25 00:00:00,0,0,0
ZW04020A,10,9,2024,2024-10-09 09:29:07,0,0,0
ZW020505,4,9,2024,2024-04-09 00:00:00,0,0,0
ZW080737,10,2,2024,2024-10-02 07:53:43,0,0,0
ZW090A66,8,26,2024,2024-08-26 00:00:00,0,1,0
ZW090A49,9,22,2024,2024-09-22 00:00:00,0,0,0
ZW070628,4,13,2024,2024-04-13 00:00:00,0,0,0
ZW080503,10,23,2024,2024-10-23 13:50:50,0,0,0
ZW000A39,8,8,2024,2024-08-08 00:00:00,0,0,0
ZW04070C,5,15,2024,2024-05-15 00:00:00,0,0,0
ZW050628,7,23,2024,2024-07-23 00:00:00,0,0,0
ZW04070C,6,18,2024,2024-06-18 00:00:00,0,0,0
ZW07050B,7,12,2024,2024-07-12 00:00:00,0,0,0
ZW010433,8,6,2024,2024-08-06 00:00:00,0,0,0
ZW080591,10,10,2024,2024-10-10 08:21:27,0,0,0
ZW000A68,6,14,2024,2024-06-14 00:00:00,0,0,0
ZW02050A,5,11,2024,2024-05-11 00:00:00,0,0,0
ZW010319,7,29,2024,2024-07-29 00:00:00,1,0,0
ZW07030A,9,5,2024,2024-09-05 00:00:00,0,0,0
ZW010544,10,11,2024,2024-10-11 08:45:02,0,0,0
ZW06050B,2,8,2024,2024-02-08 00:00:00,0,0,0
ZW010419,6,27,2024,2024-06-27 00:00:00,0,0,0
ZW000A68,6,14,2024,2024-06-14 00:00:00,0,0,0
ZW080204,9,9,2024,2024-09-09 00:00:00,0,0,0
ZW080534,6,25,2024,2024-06-25 00:00:00,0,0,0
ZW020489,7,3,2024,2024-07-03 00:00:00,0,0,0
ZW080592,8,26,2024,2024-08-26 00:00:00,0,1,0
ZW070427,10,17,2024,2024-10-17 23:31:01,0,0,0
ZW04040A,10,25,2024,2024-10-25 10:31:44,0,0,0
ZW080493,7,24,2024,2024-07-24 00:00:00,0,0,0
ZW080506,8,25,2024,2024-08-25 00:00:00,0,1,0
ZW080427,4,14,2024,2024-04-14 00:00:00,0,0,0
ZW080532,9,18,2024,2024-09-18 00:00:00,0,0,0
ZW020503,10,21,2024,2024-10-21 15:27:00,0,0,0
ZW060131,6,21,2024,2024-06-21 00:00:00,0,0,0
ZW070427,9,9,2024,2024-09-09 00:00:00,0,0,0
ZW080308,5,17,2024,2024-05-17 00:00:00,0,0,0
ZW070586,6,16,2024,2024-06-16 00:00:00,0,0,0
ZW080204,9,16,2024,2024-09-16 00:00:00,0,0,0
ZW060202,10,27,2024,2024-10-27 20:02:05,0,0,0
ZW080230,10,8,2024,2024-10-08 05:39:12,0,0,0
ZW08070A,9,24,2024,2024-09-24 00:00:00,0,0,0
ZW010544,10,8,2024,2024-10-08 01:01:59,0,0,0
ZW030723,7,13,2024,2024-07-13 00:00:00,0,0,0
ZW08040E,7,31,2024,2024-07-31 00:00:00,1,0,0
ZW08070A,10,15,2024,2024-10-15 09:30:32,0,0,0
ZW090A07,7,4,2024,2024-07-04 00:00:00,0,0,0
ZW020308,3,28,2024,2024-03-28 00:00:00,0,0,0
ZW05020A,10,22,2024,2024-10-22 02:41:30,0,0,0
ZW080308,7,7,2024,2024-07-07 00:00:00,0,0,0
ZW080210,8,30,2024,2024-08-30 00:00:00,0,1,0
ZW060208,10,27,2024,2024-10-27 19:05:13,0,0,0
ZW080204,9,27,2024,2024-09-27 00:00:00,0,0,1
ZW070628,4,27,2024,2024-04-27 00:00:00,0,0,0
ZW060628,4,26,2024,2024-04-26 00:00:00,0,0,0
ZW000A37,10,2,2024,2024-10-02 12:21:16,0,0,0
ZW04070C,5,14,2024,2024-05-14 00:00:00,0,0,0
ZW030701,4,27,2024,2024-04-27 00:00:00,0,0,0
ZW060630,2,6,2024,2024-02-06 00:00:00,0,0,0
ZW060303,4,9,2024,2024-04-09 00:00:00,0,0,0
ZW080493,7,26,2024,2024-07-26 00:00:00,1,0,0
ZW030333,10,20,2024,2024-10-20 13:38:17,0,0,0
ZW05050C,10,25,2024,2024-10-25 00:26:58,0,0,0
ZW070491,10,23,2024,2024-10-23 17:18:20,0,0,0
ZW08040E,10,24,2024,2024-10-24 21:55:40,0,0,0
ZW070566,7,25,2024,2024-07-25 00:00:00,1,0,0
ZW080506,8,2,2024,2024-08-02 00:00:00,0,0,0
ZW07050B,7,17,2024,2024-07-17 00:00:00,0,0,0
ZW050404,7,22,2024,2024-07-22 00:00:00,0,0,0
ZW090A09,10,3,2024,2024-10-03 11:43:25,0,0,0
ZW04040A,10,8,2024,2024-10-08 01:16:32,0,0,0
ZW08070A,10,21,2024,2024-10-21 15:23:21,0,0,0
ZW070562,7,11,2024,2024-07-11 00:00:00,0,0,0
ZW05020A,10,30,2024,2024-10-30 22:54:25,0,0,0
ZW020802,4,14,2024,2024-04-14 00:00:00,0,0,0
ZW010436,2,13,2024,2024-02-13 00:00:00,0,0,0
ZW06050B,7,14,2024,2024-07-14 00:00:00,0,0,0
ZW000A01,9,3,2024,2024-09-03 00:00:00,0,0,0
ZW080226,10,2,2024,2024-10-02 06:53:10,0,0,0
ZW010419,10,2,2024,2024-10-02 13:22:40,0,0,0
ZW020534,7,27,2024,2024-07-27 00:00:00,1,0,0
ZW030391,7,3,2024,2024-07-03 00:00:00,0,0,0
ZW02040E,6,25,2024,2024-06-25 00:00:00,0,0,0
ZW04020D,10,13,2024,2024-10-13 01:48:48,0,0,0
ZW060627,6,25,2024,2024-06-25 00:00:00,0,0,0
ZW070532,4,19,2024,2024-04-19 00:00:00,0,0,0
ZW060631,6,26,2024,2024-06-26 00:00:00,0,0,0
ZW030701,9,17,2024,2024-09-17 00:00:00,0,0,0
ZW04060C,6,11,2024,2024-06-11 00:00:00,0,0,0
ZW070561,8,31,2024,2024-08-31 00:00:00,0,1,0
ZW080204,10,7,2024,2024-10-07 06:30:20,0,0,0
ZW030746,4,27,2024,2024-04-27 00:00:00,0,0,0
ZW080592,10,13,2024,2024-10-13 01:49:32,0,0,0
ZW090A12,7,2,2024,2024-07-02 00:00:00,0,0,0
ZW040162,3,25,2024,2024-03-25 00:00:00,0,0,0
ZW06050D,7,5,2024,2024-07-05 00:00:00,0,0,0
ZW010419,6,18,2024,2024-06-18 00:00:00,0,0,0
ZW030328,7,27,2024,2024-07-27 00:00:00,1,0,0
ZW070605,7,31,2024,2024-07-31 00:00:00,1,0,0
ZW020832,9,17,2024,2024-09-17 00:00:00,0,0,0
ZW080532,10,23,2024,2024-10-23 05:59:47,0,0,0
ZW010434,2,16,2024,2024-02-16 00:00:00,0,0,0
ZW08040E,7,27,2024,2024-07-27 00:00:00,1,0,0
ZW080403,9,14,2024,2024-09-14 00:00:00,0,0,0
ZW080592,3,25,2024,2024-03-25 00:00:00,0,0,0
ZW020430,9,23,2024,2024-09-23 00:00:00,0,0,0
ZW080608,10,3,2024,2024-10-03 14:55:21,0,0,0
ZW030328,7,19,2024,2024-07-19 00:00:00,0,0,0
ZW030727,7,8,2024,2024-07-08 00:00:00,0,0,0
ZW03090A,10,3,2024,2024-10-03 16:17:44,0,0,0
ZW05070A,6,3,2024,2024-06-03 00:00:00,0,0,0
ZW080210,8,24,2024,2024-08-24 00:00:00,0,0,0
ZW080210,8,30,2024,2024-08-30 00:00:00,0,1,0
ZW030990,3,8,2024,2024-03-08 00:00:00,0,0,0
ZW070396,5,18,2024,2024-05-18 00:00:00,0,0,0
ZW04060C,6,11,2024,2024-06-11 00:00:00,0,0,0
ZW070463,4,6,2024,2024-04-06 00:00:00,0,0,0
ZW090A07,7,4,2024,2024-07-04 00:00:00,0,0,0
ZW06050B,7,9,2024,2024-07-09 00:00:00,0,0,0
ZW04070C,6,23,2024,2024-06-23 00:00:00,0,0,0
ZW04060C,6,30,2024,2024-06-30 00:00:00,0,0,0
ZW090A18,7,3,2024,2024-07-03 00:00:00,0,0,0
ZW030525,10,10,2024,2024-10-10 12:04:03,0,0,0
ZW04070C,6,27,2024,2024-06-27 00:00:00,0,0,0
ZW050226,3,28,2024,2024-03-28 00:00:00,0,0,0
ZW08040B,4,7,2024,2024-04-07 00:00:00,0,0,0
ZW050631,9,27,2024,2024-09-27 00:00:00,0,0,1
ZW070306,10,7,2024,2024-10-07 19:58:39,0,0,0
ZW050628,7,24,2024,2024-07-24 00:00:00,0,0,0
ZW090A08,10,10,2024,2024-10-10 11:37:03,0,0,0
ZW000B01,5,31,2024,2024-05-31 00:00:00,0,0,0
ZW010544,10,8,2024,2024-10-08 01:01:56,0,0,0
ZW080737,8,4,2024,2024-08-04 00:00:00,0,0,0
ZW04050B,4,10,2024,2024-04-10 00:00:00,0,0,0
ZW08070C,9,5,2024,2024-09-05 00:00:00,0,0,0
ZW010329,10,6,2024,2024-10-06 17:30:01,0,0,0
ZW090A33,10,23,2024,2024-10-23 07:35:26,0,0,0
ZW08040E,4,17,2024,2024-04-17 00:00:00,0,0,0
ZW070396,6,7,2024,2024-06-07 00:00:00,0,0,0
ZW010419,8,14,2024,2024-08-14 00:00:00,0,0,0
ZW000A26,10,8,2024,2024-10-08 14:49:23,0,0,0
ZW000A45,5,31,2024,2024-05-31 00:00:00,0,0,0
ZW08060A,6,13,2024,2024-06-13 00:00:00,0,0,0
ZW080734,6,17,2024,2024-06-17 00:00:00,0,0,0
ZW070423,8,23,2024,2024-08-23 00:00:00,0,0,0
ZW050628,7,26,2024,2024-07-26 00:00:00,1,0,0
ZW02050B,10,8,2024,2024-10-08 01:12:18,0,0,0
ZW010436,9,23,2024,2024-09-23 00:00:00,0,0,0
ZW010447,5,5,2024,2024-05-05 00:00:00,0,0,0
ZW04070C,5,26,2024,2024-05-26 00:00:00,0,0,0
ZW090A05,2,28,2024,2024-02-28 00:00:00,0,0,0
ZW000B04,9,19,2024,2024-09-19 00:00:00,0,0,0
ZW010433,5,9,2024,2024-05-09 00:00:00,0,0,0
ZW000A13,2,28,2024,2024-02-28 00:00:00,0,0,0
ZW060745,10,16,2024,2024-10-16 08:02:38,0,0,0
ZW090A14,5,23,2024,2024-05-23 00:00:00,0,0,0
ZW080308,5,31,2024,2024-05-31 00:00:00,0,0,0
ZW070301,10,2,2024,2024-10-02 09:55:35,0,0,0
ZW06050B,7,29,2024,2024-07-29 00:00:00,1,0,0
ZW040624,5,31,2024,2024-05-31 00:00:00,0,0,0
ZW04070A,4,4,2024,2024-04-04 00:00:00,0,0,0
ZW04040A,10,21,2024,2024-10-21 11:32:48,0,0,0
ZW01010C,9,5,2024,2024-09-05 00:00:00,0,0,0
ZW010329,10,6,2024,2024-10-06 18:12:25,0,0,0
ZW060627,6,30,2024,2024-06-30 00:00:00,0,0,0
ZW080308,6,29,2024,2024-06-29 00:00:00,0,0,0
ZW000A08,7,1,2024,2024-07-01 00:00:00,0,0,0
ZW090A35,10,7,2024,2024-10-07 07:17:50,0,0,0
ZW080582,7,2,2024,2024-07-02 00:00:00,0,0,0
ZW080493,8,1,2024,2024-08-01 00:00:00,0,0,0
ZW08020B,10,2,2024,2024-10-02 11:50:42,0,0,0
ZW060179,9,24,2024,2024-09-24 00:00:00,0,0,0
ZW020830,4,28,2024,2024-04-28 00:00:00,0,0,0
ZW04040A,10,11,2024,2024-10-11 14:54:24,0,0,0
ZW08070A,9,4,2024,2024-09-04 00:00:00,0,0,0
ZW04070C,5,16,2024,2024-05-16 00:00:00,0,0,0
ZW080692,5,30,2024,2024-05-30 00:00:00,0,0,0
ZW05070A,4,12,2024,2024-04-12 00:00:00,0,0,0
ZW070563,6,29,2024,2024-06-29 00:00:00,0,0,0
ZW070561,8,31,2024,2024-08-31 00:00:00,0,1,0
ZW020831,4,12,2024,2024-04-12 00:00:00,0,0,0
ZW04040A,10,21,2024,2024-10-21 09:03:43,0,0,0
ZW090A10,10,7,2024,2024-10-07 10:26:26,0,0,0
ZW080608,10,3,2024,2024-10-03 14:55:57,0,0,0
ZW04040A,10,28,2024,2024-10-28 12:43:40,0,0,0
ZW090A07,7,3,2024,2024-07-03 00:00:00,0,0,0
ZW060502,3,26,2024,2024-03-26 00:00:00,0,0,0
ZW060626,6,25,2024,2024-06-25 00:00:00,0,0,0
ZW05040B,10,4,2024,2024-10-04 13:13:31,0,0,0
ZW090A14,9,3,2024,2024-09-03 00:00:00,0,0,0
ZW000A01,7,7,2024,2024-07-07 00:00:00,0,0,0
ZW030723,7,23,2024,2024-07-23 00:00:00,0,0,0
ZW060362,4,10,2024,2024-04-10 00:00:00,0,0,0
ZW090A12,10,9,2024,2024-10-09 13:24:17,0,0,0
ZW040621,8,31,2024,2024-08-31 00:00:00,0,1,0
ZW080230,10,8,2024,2024-10-08 05:39:47,0,0,0
ZW02080B,5,3,2024,2024-05-03 00:00:00,0,0,0
ZW080210,8,14,2024,2024-08-14 00:00:00,0,0,0
ZW000B04,5,8,2024,2024-05-08 00:00:00,0,0,0
ZW070406,10,2,2024,2024-10-02 10:33:28,0,0,0
ZW010329,10,6,2024,2024-10-06 18:13:45,0,0,0
ZW000A27,6,13,2024,2024-06-13 00:00:00,0,0,0
ZW060291,7,20,2024,2024-07-20 00:00:00,0,0,0
ZW080308,9,4,2024,2024-09-04 00:00:00,0,0,0
ZW06070A,10,17,2024,2024-10-17 16:19:03,0,0,0
ZW030245,7,27,2024,2024-07-27 00:00:00,1,0,0
ZW080592,5,31,2024,2024-05-31 00:00:00,0,0,0
ZW030722,4,11,2024,2024-04-11 00:00:00,0,0,0
ZW080204,7,30,2024,2024-07-30 00:00:00,1,0,0
ZW04070C,6,25,2024,2024-06-25 00:00:00,0,0,0
ZW000A09,2,28,2024,2024-02-28 00:00:00,0,0,0
ZW020475,9,30,2024,2024-09-30 00:00:00,0,0,1
ZW070605,9,25,2024,2024-09-25 00:00:00,0,0,1
ZW04040A,10,17,2024,2024-10-17 12:03:40,0,0,0
ZW02080B,4,13,2024,2024-04-13 00:00:00,0,0,0
ZW090A49,7,27,2024,2024-07-27 00:00:00,1,0,0
ZW070467,9,5,2024,2024-09-05 00:00:00,0,0,0
ZW030701,9,3,2024,2024-09-03 00:00:00,0,0,0
ZW080403,3,14,2024,2024-03-14 00:00:00,0,0,0
ZW07060A,4,10,2024,2024-04-10 00:00:00,0,0,0
ZW000A01,7,7,2024,2024-07-07 00:00:00,0,0,0
ZW030749,10,26,2024,2024-10-26 10:23:46,0,0,0
ZW080403,8,11,2024,2024-08-11 00:00:00,0,0,0
ZW080210,8,27,2024,2024-08-27 00:00:00,0,1,0
ZW030503,7,15,2024,2024-07-15 00:00:00,0,0,0
ZW090A05,5,12,2024,2024-05-12 00:00:00,0,0,0
ZW05060A,10,14,2024,2024-10-14 07:22:12,0,0,0
ZW05020A,10,24,2024,2024-10-24 07:12:34,0,0,0
ZW03090A,10,24,2024,2024-10-24 14:12:16,0,0,0
ZW04040A,10,28,2024,2024-10-28 12:43:44,0,0,0
ZW020833,7,11,2024,2024-07-11 00:00:00,0,0,0
ZW030728,7,10,2024,2024-07-10 00:00:00,0,0,0
ZW060627,7,1,2024,2024-07-01 00:00:00,0,0,0
ZW050533,10,24,2024,2024-10-24 16:33:04,0,0,0
ZW000A29,6,27,2024,2024-06-27 00:00:00,0,0,0
ZW060625,6,25,2024,2024-06-25 00:00:00,0,0,0
ZW080230,10,8,2024,2024-10-08 05:39:23,0,0,0
ZW080507,6,27,2024,2024-06-27 00:00:00,0,0,0
ZW08040E,10,24,2024,2024-10-24 21:55:31,0,0,0
ZW03020D,10,22,2024,2024-10-22 14:08:03,0,0,0
ZW090A17,10,18,2024,2024-10-18 14:33:03,0,0,0
ZW090A05,3,23,2024,2024-03-23 00:00:00,0,0,0
ZW080204,5,22,2024,2024-05-22 00:00:00,0,0,0
ZW050402,10,25,2024,2024-10-25 01:30:00,0,0,0
